Title	Author	Date	Availability	Genre	Subgenre	Form	Regularisation	Nb of tokens (c.)	File	
"Démence de Madame de Panor, en son nom Rozadelle Saint-Ophèle ; suivie d'un conte de fées, d'un fragment d'Antiquès, d'une anecdote villageoise, et de quelques couplets ; par l'auteur de l'""Histoire de la baronne d'Alvigny, ou la Joueuse"" [Mme Mérard de Saint-Just]"	Anne-Jeanne-Félicité Mérard de Saint-Just	1796		mixed	x	mixed	no	21055	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k1056856j.xml	
Le roman bourgeois , ouvrage comique	Antoine Furetière	1666		mixed	x	mixed	no	73981	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k6553055p.xml	
L'Autre tartuffe ou la Mère coupable , drame moral en cinq actes, représenté pour la première fois à Paris, le [ ] juin 1792	Pierre-Augustin Caron de Beaumarchais	1793		mixed	x	mixed	no	20967	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k6501271g.xml	
Fables choisies. Tome 4 / , mises en vers par J. de La Fontaine. Tome premier [-quatrieme]	Jean de La Fontaine	1755-1759		mixed	x	mixed	no	31433	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k1049446f.xml	
"Histoire de France avant Clovis ; précédant & faisant partie de l' ""Histoire de France"", commencée par MM. Velly & Villaret, & continuée par M. Garnier, historiographe du roi... par M. Laureau, écuyer, historiographe de monseigneur comte d'Artois. Enrichie de médailles gravées en taille-douce"	Pierre Laureau de Saint-André	1789		mixed	x	mixed	no	62316	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k10432516.xml	
Essais sur l'équitation, ou Principes raisonnés sur l'art de monter et de dresser les chevaux, par M. Mottin de La Balme,...	Augustin Mottin de La Balme	1773		mixed	x	mixed	no	29931	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k1075138f.xml	
Anthologie franc̜oise, ou Chansons choisies, depuis le 13e siécle jusqu'à présent. Tome 1 / . Tome I [-III].	Jean Monnet	1765		mixed	x	mixed	no	16695	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k1073472w.xml	
Voyage en France, en Italie et aux Isles de l'Archipel, ou Lettres écrites de plusieurs endroits de l'Europe et du Levant en 1750, etc.. Tome 1 / , avec des observations de l'auteur sur les diverses productions de la nature et de l'art, ouvrage traduit de l'anglois	Dr Maihows	1763		mixed	x	mixed	no	54685	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k65316137.xml	
Galatée, roman pastoral imité de Cervantès, par M. de Florian,... Édition ornée de figures en couleur d'après les dessins de Monsiau	Jean-Pierre Claris de Florian	1793		mixed	x	mixed	no	24470	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k10568769.xml	
Nouveaux contes de fées	Henri-Charles de Senneterre	1745		mixed	x	mixed	no	9142	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k131541g.xml	
Description des courants magnétiques... suivie de quelques observations sur l'aimant, par M*** (G.-A. Bazin),...	Gilles-Augustin Bazin	1753		mixed	x	mixed	no	11597	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k10426177.xml	
Histoire negre-pontique, contenant la vie et les amours d'Alexandre Castriot, arriere-neveu de Scanderberg, et d'Olympe la belle Grecque, de la maison des Paleologues . Tirée des manuscrits d'Octavio Finelli, de la duché de Spolette, & recueillie par luy-mesme des memoires d'un caloyer grec, en la coste d'Ephese. Le tout mis en ordre et donné au public par J. Baudoin. Seconde edition, corrigée de grand nombre des fautes qui sont dans la premiere edition faite en 1631.	Jean Baudoin	1731		mixed	x	mixed	no	30745	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k96923487.xml	
Gulliver ressuscité, ou les Voyages, campagnes et aventures extraordinaires du Baron de Munikhouson...	Rudolf Erich Raspe	1787-1786		mixed	x	mixed	no	9679	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k10568146.xml	
Histoire de M. le Marquis de Cressy , traduite de l'anglois par Madame de***	Marie-Jeanne Riccoboni	1758		mixed	x	mixed	no	23463	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k6546626p.xml	
Description sommaire des pierres gravées du cabinet de feu M. Crozat . Par P.-J. Mariette	Pierre-Jean Mariette	1741		mixed	x	mixed	no	13832	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k65575547.xml	
De l'imitation théâtrale ; Essai tiré des dialogues de Platon , par M. J. J. Rousseau, de Genève	Jean-Jacques Rousseau	1764		mixed	x	mixed	no	4494	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k10400824.xml	
Galerie des modes et costumes français / dessinés d'après nature, gravés par les plus célèbres artistes en ce genre; et colorés avec le plus grand soin par Madame Le Beau : ouvrage commencé en l'année 1778	Nicolas Dupin	1778-1785		mixed	x	mixed	no	14360	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k1056746t.xml	
Histoire de la chirurgie depuis son origine jusqu'à nos jours. Tome 1 / . Par M. Dujardin, du Collége & de l'Académie royale de chirurgie, & de l'Acadéùie impériale des curieux de la nature. Tome premier [-Par M. Peyrilhe, professeur royal de chime au Collége de chirurgie de Paris... Tome second]	François Dujardin	1774-1780		mixed	x	mixed	no	83569	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k1042753f.xml	
Art de friser ou ratiner les étoffes de laine, par M. Duhamel Du Monceau	Henri-Louis Duhamel Du Monceau	1766		mixed	x	mixed	no	4804	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/gallicaEpub16-18/bpt6k1066646r.xml	
La Grâce	Louis RACINE	1742	cc-0	poetry	x	verse	no	11049	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/N846.xml	
Lisandre et Caliste	Pierre DU RYER	1632	cc-0	theatre	tragicomedy	verse	no	18204	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q872.xml	
Lettres : t. 7 : Lettres à divers : 1602-1637	Nicolas de PEIRESC	1637	cc-0	letters	x	prose	no	77086	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q867.xml	
Les Lettres de messire Roger de Rabutin, comte de Bussy [t. 1 à 4 : 1666-1686]	Roger de BUSSY-RABUTIN	1720	cc-0	letters	x	prose	no	162141	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q733-Q734-Q735-Q736.xml	
Sottie pour le cry de la bazoche	*Anonyme	1549	cc-0	theatre	other	verse	no	4218	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/R577.xml	
Essay sur l'histoire générale et sur les moeurs et sur l'esprit des nations	VOLTAIRE	1756	cc-0	philosophy	x	prose	no	355239	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/N972-N973-N974-N975-N976-N977-N978.xml	
Le Paysan perverti ou les Dangers de la ville	Nicolas RÉTIF DE LA BRETONNE	1776	cc-0	novel	x	prose	no	219774	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/N385-N386-N387-N388.xml	
Thésée	Philippe QUINAULT	1675	cc-0	theatre	tragedy	prose	no	10437	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q635.xml	
Des causes de la corruption du goust	Mme DACIER	1714	cc-0	essay	x	prose	no	54728	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q354.xml	
Poësies et lettres... contenant diverses pièces héroïques, satiriques et burlesques	Charles d'Assoucy	1653	cc-0	mixed	x	mixed	no	27055	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q975.xml	
Les Saisons	Jean-François de SAINT-LAMBERT	1769	cc-0	poetry	x	verse	no	24777	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/N596.xml	
La Fausseté des vertus humaines	Jacques ESPRIT	1710	cc-0	philosophy	x	prose	no	149000	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q976-Q977.xml	
Poésies	Charles de CHARLEVAL	1759	cc-0	poetry	x	verse	no	9978	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q986.xml	
Le Trébuchement de l'yvrongne	Guillaume COLLETET	1627	cc-0	poetry	x	verse	no	2335	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q774.xml	
Mathilde	Madeleine de SCUDÉRY	1667	cc-0	novel	x	prose	no	64954	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/R254.xml	
Lettre à M. Rousseau	Jean d' ALEMBERT	1759	cc-0	philosophy	x	prose	no	12100	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/N899.xml	
Le Prince	Jean-Louis BALZAC (GUEZ DE)	1631	cc-0	philosophy	x	prose	no	52379	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/FRANTEXT_OA/Q738.xml	
Le Nouveau Mercure galant, juin 1677, tome IV		1677	cc-by-nc-nd	mixed	x	mixed	no	11809	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1677-06.xml	
Le Nouveau Mercure galant, décembre 1677, tome X		1677	cc-by-nc-nd	mixed	x	mixed	no	18618	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1677-12.xml	
Mercure galant, avril 1701 [première partie] [tome 4].		1701	cc-by-nc-nd	mixed	x	mixed	no	22418	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1701-04A.xml	
Mercure galant, novembre 1688 (première partie) [tome 15].		1688	cc-by-nc-nd	mixed	x	mixed	no	14575	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1688-11a.xml	
Mercure galant, mars 1679 [tome 3].		1679	cc-by-nc-nd	mixed	x	mixed	no	18640	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1679-03.xml	
Mercure galant, septembre 1681 [tome 10].		1681-09	cc-by-nc-nd	mixed	x	mixed	no	21644	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1681-09.xml	
Mercure galant, mars 1704 [tome 3].		1704	cc-by-nc-nd	mixed	x	mixed	no	7999	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1704-03.xml	
Mercure galant, octobre et novembre 1703 [première partie] [tome 10].		octobre et novembre 1703	cc-by-nc-nd	mixed	x	mixed	no	10892	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1703-10-11.xml	
Mercure galant, novembre 1696 [tome 11].		1696	cc-by-nc-nd	mixed	x	mixed	no	8573	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1696-11.xml	
Mercure galant, mai 1696 [tome 5].		1696	cc-by-nc-nd	mixed	x	mixed	no	9735	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1696-05.xml	
Mercure galant, septembre 1693 [tome 11].		1693	cc-by-nc-nd	mixed	x	mixed	no	10439	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1693-09.xml	
Mercure galant, mars 1708 [tome 3].		1708	cc-by-nc-nd	mixed	x	mixed	no	4386	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1708-03.xml	
Mercure galant, février 1702 [première partie] [tome 2].		1702	cc-by-nc-nd	mixed	x	mixed	no	12590	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1702-02a.xml	
Mercure galant, juin 1706 [tome 6].		1706	cc-by-nc-nd	mixed	x	mixed	no	1748	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1706-06.xml	
Mercure galant, mai 1684 [tome 5].		1684	cc-by-nc-nd	mixed	x	mixed	no	13246	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1684-05.xml	
Mercure galant, novembre 1684 [tome 13].		1684	cc-by-nc-nd	mixed	x	mixed	no	12129	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1684-11.xml	
Mercure galant, décembre 1706 [tome 12].		1706	cc-by-nc-nd	mixed	x	mixed	no	6479	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1706-12.xml	
Mercure galant, octobre 1684 [tome 12].		1684	cc-by-nc-nd	mixed	x	mixed	no	16477	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1684-10.xml	
Mercure galant, avril 1684 [tome 4].		1684	cc-by-nc-nd	mixed	x	mixed	no	9099	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1684-04.xml	
Mercure galant, juillet 1706 [tome 7].		1706	cc-by-nc-nd	mixed	x	mixed	no	4548	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1706-07.xml	
Mercure galant, février 1708 [tome 2].		1708	cc-by-nc-nd	mixed	x	mixed	no	6896	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1708-02.xml	
Mercure galant, juillet 1704, première partie [tome 7].		1704	cc-by-nc-nd	mixed	x	mixed	no	16955	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1704-07a.xml	
Mercure galant, janvier 1694 [tome 1].		1694	cc-by-nc-nd	mixed	x	mixed	no	5441	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1694-01.xml	
Extraordinaire du Mercure galant, quartier de juillet 1684 (tome XXVII).		1684	cc-by-nc-nd	mixed	x	mixed	no	15813	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1684-09e.xml	
Extraordinaire du Mercure galant, quartier d'octobre 1678 (tome IV).		1678	cc-by-nc-nd	mixed	x	mixed	no	39864	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1678-12e.xml	
Mercure galant, juin 1689 (première partie) [tome 6].		1689	cc-by-nc-nd	mixed	x	mixed	no	9439	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1689-06a.xml	
Mercure galant, avril 1696 [tome 4].		1696	cc-by-nc-nd	mixed	x	mixed	no	5192	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1696-04.xml	
Mercure galant, octobre 1696 [tome 10].		1696	cc-by-nc-nd	mixed	x	mixed	no	10361	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1696-10.xml	
Mercure galant, janvier 1698 [tome 1].		1698	cc-by-nc-nd	mixed	x	mixed	no	14456	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1698-01.xml	
Mercure galant, août 1681 [tome 9].		1681-08	cc-by-nc-nd	mixed	x	mixed	no	22288	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1681-08.xml	
Mercure galant, janvier 1686 [tome 1].		1686	cc-by-nc-nd	mixed	x	mixed	no	10643	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1686-01.xml	
Mercure galant, février 1704 [tome 2].		1704	cc-by-nc-nd	mixed	x	mixed	no	10767	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1704-02.xml	
Mercure galant, février 1679 [tome 2].		1679	cc-by-nc-nd	mixed	x	mixed	no	23399	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1679-02.xml	
Le Nouveau Mercure galant, juillet 1677, tome V		1677	cc-by-nc-nd	mixed	x	mixed	no	13846	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1677-07.xml	
Le Nouveau Mercure galant, novembre 1677, tome IX		1677	cc-by-nc-nd	mixed	x	mixed	no	11253	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1677-11.xml	
Le Nouveau Mercure galant, mai 1677, tome III		1677	cc-by-nc-nd	mixed	x	mixed	no	7073	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1677-05.xml	
Mercure galant, avril 1701 [deuxième partie] [tome 5].		1701	cc-by-nc-nd	mixed	x	mixed	no	26099	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1701-04B.xml	
Mercure galant, novembre 1688 (seconde partie), Affaires du temps (tome 2).		1688	cc-by-nc-nd	mixed	x	mixed	no	911	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1688-11b.xml	
Extraordinaire du Mercure galant, quartier d’octobre 1685 (tome XXXII).		1685	cc-by-nc-nd	mixed	x	mixed	no	24957	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1685-12e.xml	
Extraordinaire du Mercure galant, quartier de juillet 1679 (tome VII).		1679	cc-by-nc-nd	mixed	x	mixed	no	1751	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1679-09e.xml	
Mercure galant, mars 1686 [tome 4].		1686	cc-by-nc-nd	mixed	x	mixed	no	16044	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1686-03.xml	
Mercure galant, septembre 1703 [tome 9].		1703	cc-by-nc-nd	mixed	x	mixed	no	8687	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1703-09.xml	
Extraordinaire du Mercure galant, quartier d'avril 1681 (tome XIV).		1681-04	cc-by-nc-nd	mixed	x	mixed	no	32041	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1681-06e.xml	
Mercure galant, juillet 1681 (première partie) [tome 7].		1681-07	cc-by-nc-nd	mixed	x	mixed	no	16301	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1681-07a.xml	
Mercure galant, mars 1698 [tome 3].		1698	cc-by-nc-nd	mixed	x	mixed	no	10971	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1698-03.xml	
Mercure galant, juin 1696 [tome 6].		1696	cc-by-nc-nd	mixed	x	mixed	no	4177	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1696-06.xml	
Mercure galant, décembre 1696 [tome 12].		1696	cc-by-nc-nd	mixed	x	mixed	no	7472	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1696-12.xml	
Mercure galant, mars 1694 [tome 3].		1694	cc-by-nc-nd	mixed	x	mixed	no	8541	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1694-03.xml	
Mercure galant, janvier 1692 [tome 1].		1692	cc-by-nc-nd	mixed	x	mixed	no	7761	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1692-01a.xml	
Mercure galant, décembre 1684 [tome 14].		1684	cc-by-nc-nd	mixed	x	mixed	no	7083	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1684-12.xml	
Mercure galant, novembre 1706 [tome 11].		1706	cc-by-nc-nd	mixed	x	mixed	no	6406	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1706-11.xml	
Mercure galant, mai 1706 [tome 5].		1706	cc-by-nc-nd	mixed	x	mixed	no	4670	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1706-05.xml	
Mercure galant, juillet 1684 [tome 9].		1684	cc-by-nc-nd	mixed	x	mixed	no	14087	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1684-07.xml	
Mercure galant, avril 1706 [tome 4].		1706	cc-by-nc-nd	mixed	x	mixed	no	7466	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1706-04.xml	
Mercure galant, octobre 1706 [tome 10].		1706	cc-by-nc-nd	mixed	x	mixed	no	8405	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1706-10.xml	
Mercure galant, janvier 1708 [tome 1].		1708	cc-by-nc-nd	mixed	x	mixed	no	11481	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Mercure/MG-1708-01.xml	
